text,category,severity,service_type
Request new access Please grant me access to the procurement/finance module required for my work since yesterday. It is urgent.,account,medium,mfa
Application crashing The application crashes when I click submit/save for the past 2 days. I cannot continue my tasks.,software,medium,antivirus
Update failed Windows/software update fails with an error code and PC becomes slow today. I cannot continue my tasks.,software,low,web_application
Request new access Please grant me access to the procurement/finance module required for my work after the latest update. This is affecting my work.,account,medium,password_reset
Printer offline Printer shows offline and jobs do not print this week.,printer,high,print_queue
Printer not detected Printer not detected on the network today. Cannot print from any PC.,printer,low,scanner
Access denied to folder I get access denied when opening the shared folder/system for the past 2 days. This is delaying service.,account,high,permissions
I need help with Account disabled. My account seems disabled and I cannot sign in since this morning. I cannot continue my tasks.,account,high,mfa
MFA not working OTP/MFA is not working and I cannot login after the latest update.,account,high,mfa
Faded prints Printer prints faded pages and shows low toner after restart. It is urgent.,printer,medium,scanner
Printer offline Printer shows offline and jobs do not print after restart. This is affecting my work.,printer,high,scanner
Attachments blocked Email attachments cannot be downloaded or are blocked since yesterday. This impacts customer support.,email,low,mailbox_access
Internal HR system not responding The HR system is not responding and pages keep loading since this morning. It is urgent.,software,high,database_client
"Hello, Cannot start workstation. The workstation is not powering on this week. The power light is off.",hardware,high,workstation
Requesting support: Password reset required. I forgot my password and I am locked out after attempts since yesterday. It is urgent.,account,high,permissions
"Kindly help, VPN not connecting. VPN fails to connect to head office after restart. I cannot access shared folders. I cannot continue my tasks.",network,high,vpn
"Hi IT team, Cannot start desktop computer. The desktop computer is not powering on after restart. The power light is off. This impacts customer support.",hardware,high,peripheral
I need help with Faded prints. Printer prints faded pages and shows low toner after the latest update. It is urgent.,printer,medium,printer
Cannot login to LECIntelliSupport system I cannot login to the LECIntelliSupport portal after restart. It says invalid session or error. I cannot continue my tasks.,software,high,web_application
